ID,Name,StudyHours,Attendance,Marks,Grade,Result,Performance_Score
272,Student_272,8.3,81,49.6,D,Pass,62.559999999999995
273,Student_273,8.8,62,67.7,C,Pass,70.62
274,Student_274,9.2,95,40.6,D,Pass,61.76
277,Student_277,8.2,90,99.5,A,Pass,94.1
280,Student_280,8.2,80,88.0,B,Pass,85.19999999999999
281,Student_281,9.0,83,52.2,D,Pass,65.92
293,Student_293,8.4,83,52.1,D,Pass,64.66
306,Student_306,9.8,76,63.5,C,Pass,72.9
309,Student_309,8.2,71,40.2,D,Pass,54.72
314,Student_314,9.7,75,75.3,B,Pass,79.58
315,Student_315,8.5,67,68.9,C,Pass,71.74000000000001
325,Student_325,9.6,78,89.5,B,Pass,88.5
337,Student_337,8.7,95,66.0,C,Pass,76.0
352,Student_352,8.7,96,74.3,C,Pass,81.18
359,Student_359,9.5,66,89.9,B,Pass,86.14
365,Student_365,9.5,65,65.8,C,Pass,71.47999999999999
367,Student_367,9.7,69,90.5,A,Pass,87.5
368,Student_368,9.1,55,51.2,D,Pass,59.92
377,Student_377,8.6,98,83.8,B,Pass,87.08
379,Student_379,8.3,73,49.5,D,Pass,60.9
384,Student_384,8.9,65,97.4,A,Pass,89.24
386,Student_386,8.2,57,43.4,D,Pass,53.839999999999996
390,Student_390,8.3,78,94.4,A,Pass,88.84
391,Student_391,9.9,57,55.0,D,Pass,64.2
396,Student_396,9.4,56,43.9,D,Pass,56.34
397,Student_397,8.7,52,69.3,C,Pass,69.38
402,Student_402,9.1,69,71.9,C,Pass,75.14
404,Student_404,8.4,64,60.8,C,Pass,66.08
406,Student_406,9.1,79,41.3,D,Pass,58.78
409,Student_409,9.1,66,73.6,C,Pass,75.56
412,Student_412,9.6,85,65.1,C,Pass,75.25999999999999
413,Student_413,9.6,58,55.6,D,Pass,64.16
421,Student_421,8.1,62,69.99137749737118,C,Pass,70.5948264984227
422,Student_422,8.1,66,76.5,B,Pass,75.3
428,Student_428,9.0,95,69.99137749737118,C,Pass,78.9948264984227
438,Student_438,8.4,90,67.5,C,Pass,75.3
442,Student_442,9.9,100,91.0,A,Pass,94.39999999999999
445,Student_445,8.3,66,64.7,C,Pass,68.62
446,Student_446,9.5,61,79.1,B,Pass,78.66
447,Student_447,9.9,95,72.7,C,Pass,82.42
454,Student_454,9.2,82,52.1,D,Pass,66.06
465,Student_465,9.7,79,67.1,C,Pass,75.46000000000001
468,Student_468,8.8,75,41.6,D,Pass,57.56
470,Student_470,9.7,88,67.8,C,Pass,77.68
472,Student_472,9.7,87,72.3,C,Pass,80.18
474,Student_474,9.0,75,46.3,D,Pass,60.78
476,Student_476,9.9,99,89.3,B,Pass,93.17999999999999
479,Student_479,9.7,91,97.9,A,Pass,96.34
486,Student_486,9.1,58,87.9,B,Pass,82.54
489,Student_489,9.6,88,72.0,C,Pass,80.0
490,Student_490,9.0,80,49.5,D,Pass,63.7
499,Student_499,9.8,69,52.1,D,Pass,64.66
500,Student_500,9.9,96,51.1,D,Pass,69.66
504,Student_504,8.3,65,66.4,C,Pass,69.44
507,Student_507,9.2,71,92.9,A,Pass,88.34
508,Student_508,8.4,75,88.2,B,Pass,84.72
509,Student_509,9.5,52,70.3,C,Pass,71.58
513,Student_513,9.4,60,80.1,B,Pass,78.86
514,Student_514,8.8,67,78.1,B,Pass,77.85999999999999
518,Student_518,8.3,62,49.7,D,Pass,58.82
519,Student_519,9.9,74,40.8,D,Pass,59.08
523,Student_523,9.7,95,69.99137749737118,C,Pass,80.3948264984227
524,Student_524,8.6,85,44.8,D,Pass,61.08
525,Student_525,8.5,94,83.9,B,Pass,86.14
530,Student_530,8.8,93,82.6,B,Pass,85.75999999999999
531,Student_531,8.3,67,58.9,D,Pass,65.34
532,Student_532,10.0,55,68.3,C,Pass,71.97999999999999
533,Student_533,10.0,67,89.3,B,Pass,86.98
536,Student_536,9.5,86,69.99137749737118,C,Pass,78.1948264984227
537,Student_537,8.6,81,89.7,B,Pass,87.22
541,Student_541,9.6,59,89.6,B,Pass,84.76
552,Student_552,8.7,80,68.3,C,Pass,74.38
555,Student_555,8.9,86,47.6,D,Pass,63.56
569,Student_569,9.1,51,52.8,D,Pass,60.08
572,Student_572,8.1,85,79.2,B,Pass,80.72000000000001
575,Student_575,8.8,91,86.0,B,Pass,87.4
576,Student_576,9.5,100,87.3,B,Pass,91.38
578,Student_578,9.3,61,55.6,D,Pass,64.16
582,Student_582,9.8,89,46.7,D,Pass,65.42
595,Student_595,9.1,63,91.5,A,Pass,85.7
612,Student_612,8.2,74,69.99137749737118,C,Pass,73.19482649842271
615,Student_615,8.9,84,75.9,B,Pass,80.14
616,Student_616,9.3,86,57.8,D,Pass,70.47999999999999
619,Student_619,8.3,89,69.99137749737118,C,Pass,76.3948264984227
632,Student_632,9.1,78,69.99137749737118,C,Pass,75.79482649842271
646,Student_646,9.0,92,59.0,D,Pass,71.8
649,Student_649,8.1,86,76.1,B,Pass,79.06
662,Student_662,9.9,63,97.0,A,Pass,90.6
672,Student_672,9.1,86,48.4,D,Pass,64.44
676,Student_676,9.8,100,68.9,C,Pass,80.94
679,Student_679,9.7,91,56.8,D,Pass,71.68
680,Student_680,8.8,69,52.4,D,Pass,62.839999999999996
681,Student_681,8.4,99,71.0,C,Pass,79.2
685,Student_685,9.4,74,42.2,D,Pass,58.92
706,Student_706,9.9,57,65.3,C,Pass,70.38
708,Student_708,8.3,81,94.5,A,Pass,89.5
716,Student_716,9.4,75,78.2,B,Pass,80.72
717,Student_717,8.5,92,43.1,D,Pass,61.260000000000005
718,Student_718,9.7,59,55.5,D,Pass,64.5
721,Student_721,9.4,67,81.2,B,Pass,80.92
726,Student_726,8.6,89,47.3,D,Pass,63.379999999999995
728,Student_728,8.2,61,85.1,B,Pass,79.66
732,Student_732,8.3,95,96.5,A,Pass,93.5
736,Student_736,8.9,68,75.6,B,Pass,76.75999999999999
738,Student_738,8.3,65,78.2,B,Pass,76.52000000000001
746,Student_746,9.1,99,72.0,C,Pass,81.2
749,Student_749,9.2,82,65.3,C,Pass,73.97999999999999
752,Student_752,9.5,97,74.6,C,Pass,83.16
756,Student_756,8.1,80,60.6,C,Pass,68.56
759,Student_759,9.0,53,90.7,A,Pass,83.02000000000001
760,Student_760,8.1,83,81.5,B,Pass,81.7
768,Student_768,8.9,67,89.3,B,Pass,84.78
770,Student_770,8.4,90,95.0,A,Pass,91.8
772,Student_772,8.6,68,59.1,D,Pass,66.26
775,Student_775,8.2,50,76.1,B,Pass,72.06
786,Student_786,9.2,68,78.7,B,Pass,79.22
790,Student_790,9.5,98,64.6,C,Pass,77.36
796,Student_796,8.8,75,99.3,A,Pass,92.18
797,Student_797,9.4,60,67.2,C,Pass,71.12
800,Student_800,9.3,95,69.1,C,Pass,79.06
807,Student_807,9.4,70,63.3,C,Pass,70.78
808,Student_808,9.3,75,49.6,D,Pass,63.36
811,Student_811,9.9,51,67.5,C,Pass,70.5
812,Student_812,8.6,55,57.4,D,Pass,62.64
814,Student_814,9.3,78,47.0,D,Pass,62.4
815,Student_815,8.8,75,97.4,A,Pass,91.03999999999999
821,Student_821,8.2,86,57.3,D,Pass,67.97999999999999
826,Student_826,9.3,92,72.5,C,Pass,80.5
837,Student_837,9.2,92,60.5,C,Pass,73.1
844,Student_844,9.6,100,66.6,C,Pass,79.16
848,Student_848,10.0,62,99.6,A,Pass,92.16
854,Student_854,9.1,97,63.7,C,Pass,75.82000000000001
869,Student_869,8.8,62,92.6,A,Pass,85.56
870,Student_870,9.5,53,96.6,A,Pass,87.56
885,Student_885,8.2,91,91.9,A,Pass,89.74000000000001
892,Student_892,8.7,94,52.0,D,Pass,67.4
893,Student_893,8.5,91,46.6,D,Pass,63.16
898,Student_898,9.1,71,43.7,D,Pass,58.620000000000005
906,Student_906,9.0,91,69.99137749737118,C,Pass,78.1948264984227
907,Student_907,8.4,57,83.4,B,Pass,78.24
918,Student_918,9.5,85,80.6,B,Pass,84.35999999999999
921,Student_921,8.8,74,40.9,D,Pass,56.940000000000005
923,Student_923,9.1,68,69.99137749737118,C,Pass,73.79482649842271
924,Student_924,8.2,85,84.4,B,Pass,84.03999999999999
932,Student_932,8.5,93,45.3,D,Pass,62.78
933,Student_933,9.9,83,69.3,C,Pass,77.98
938,Student_938,9.2,97,60.9,C,Pass,74.34
944,Student_944,8.5,81,71.4,C,Pass,76.04
948,Student_948,9.1,63,87.7,B,Pass,83.42
949,Student_949,8.9,62,82.4,B,Pass,79.64
954,Student_954,9.2,70,53.9,D,Pass,64.74
972,Student_972,9.4,94,69.99137749737118,C,Pass,79.5948264984227
990,Student_990,8.4,54,84.9,B,Pass,78.54
991,Student_991,8.2,93,59.1,D,Pass,70.46000000000001
997,Student_997,9.3,57,43.8,D,Pass,56.28
999,Student_999,9.6,52,40.2,D,Pass,53.72
